order_id,date,month,month_num,product,category,qty,unit_price,discount_pct,revenue,city,channel,rating
ORD-10334,2024-06-20,June,6,Sandal Jepit Havaianas,Footwear,5,180000,25,675000,Palembang,Website,3.7
ORD-10073,2024-06-20,June,6,Kaos Polos Uniqlo,Apparel,2,299000,5,568100,Makassar,Tokopedia,3.8
ORD-10005,2024-06-21,June,6,Kaos Polos Uniqlo,Apparel,2,299000,0,598000,Yogyakarta,Tokopedia,4.8
ORD-10378,2024-06-21,June,6,Sandal Jepit Havaianas,Footwear,2,180000,25,270000,Palembang,Shopee,4.6
ORD-10218,2024-06-22,June,6,Jaket Fleece,Apparel,1,450000,15,382500,Bandung,Tokopedia,4.4
ORD-10195,2024-06-22,June,6,Kacamata Sunglasses,Accessories,1,520000,20,416000,Yogyakarta,Website,4.0
ORD-10307,2024-06-22,June,6,Sepatu Formal Bata,Footwear,1,720000,15,612000,Bandung,Tokopedia,4.3
ORD-10152,2024-06-22,June,6,Tas Selempang,Bags,3,380000,20,912000,Surabaya,Website,4.8
ORD-10144,2024-06-23,June,6,Sepatu Formal Bata,Footwear,3,720000,10,1944000,Jakarta,Tokopedia,3.9
ORD-10324,2024-06-25,June,6,Tas Ransel Eiger,Bags,1,650000,10,585000,Jakarta,Tokopedia,4.6
ORD-10209,2024-06-25,June,6,Topi Baseball,Accessories,2,150000,0,300000,Makassar,Shopee,4.4
ORD-10325,2024-06-26,June,6,Kacamata Sunglasses,Accessories,1,520000,10,468000,Palembang,Tokopedia,4.7
ORD-10424,2024-06-27,June,6,Kacamata Sunglasses,Accessories,1,520000,0,520000,Palembang,Website,4.2
ORD-10423,2024-06-27,June,6,Sandal Jepit Havaianas,Footwear,2,180000,15,306000,Palembang,Website,4.3
ORD-10466,2024-06-28,June,6,Jaket Fleece,Apparel,2,450000,0,900000,Yogyakarta,Shopee,4.2
ORD-10234,2024-06-28,June,6,Sandal Jepit Havaianas,Footwear,3,180000,20,432000,Bandung,Shopee,4.9
ORD-10165,2024-06-29,June,6,Jaket Fleece,Apparel,5,450000,5,2137500,Makassar,Shopee,4.6
ORD-10379,2024-06-29,June,6,Tas Ransel Eiger,Bags,3,650000,0,1950000,Palembang,Tokopedia,4.8
ORD-10320,2024-06-30,June,6,Sandal Jepit Havaianas,Footwear,1,180000,25,135000,Medan,Instagram Shop,3.9
ORD-10418,2024-06-30,June,6,Tas Ransel Eiger,Bags,3,650000,0,1950000,Yogyakarta,Instagram Shop,4.0
ORD-10417,2024-07-03,July,7,Sepatu Formal Bata,Footwear,2,720000,0,1440000,Surabaya,Website,4.5
ORD-10114,2024-07-03,July,7,Tas Ransel Eiger,Bags,2,650000,10,1170000,Jakarta,Website,3.7
ORD-10180,2024-07-04,July,7,Kaos Polos Uniqlo,Apparel,1,299000,15,254150,Semarang,Tokopedia,3.9
ORD-10137,2024-07-04,July,7,Tas Selempang,Bags,1,380000,25,285000,Palembang,Website,3.8
ORD-10169,2024-07-06,July,7,Sepatu Formal Bata,Footwear,1,720000,10,648000,Bandung,Tokopedia,4.7
ORD-10493,2024-07-07,July,7,Tas Selempang,Bags,1,380000,25,285000,Medan,Website,4.3
ORD-10492,2024-07-07,July,7,Jaket Fleece,Apparel,2,450000,10,810000,Makassar,Website,3.9
ORD-10206,2024-07-08,July,7,Sandal Jepit Havaianas,Footwear,1,180000,15,153000,Surabaya,Website,3.7
ORD-10387,2024-07-10,July,7,Topi Baseball,Accessories,2,150000,25,225000,Medan,Instagram Shop,3.8
ORD-10319,2024-07-11,July,7,Celana Jogger,Apparel,2,320000,0,640000,Palembang,Instagram Shop,4.0
ORD-10007,2024-07-12,July,7,Kaos Polos Uniqlo,Apparel,1,299000,10,269100,Semarang,Shopee,4.6
ORD-10353,2024-07-12,July,7,Topi Baseball,Accessories,1,150000,0,150000,Bandung,Shopee,4.0
ORD-10086,2024-07-13,July,7,Kacamata Sunglasses,Accessories,1,520000,0,520000,Semarang,Tokopedia,4.1
ORD-10009,2024-07-13,July,7,Sandal Jepit Havaianas,Footwear,1,180000,25,135000,Semarang,Tokopedia,4.0
ORD-10244,2024-07-14,July,7,Sepatu Formal Bata,Footwear,3,720000,20,1728000,Bandung,Website,4.7
ORD-10158,2024-07-14,July,7,Tas Selempang,Bags,1,380000,5,361000,Palembang,Instagram Shop,3.7
ORD-10468,2024-07-15,July,7,Celana Jogger,Apparel,1,320000,20,256000,Semarang,Website,3.9
ORD-10162,2024-07-15,July,7,Kacamata Sunglasses,Accessories,1,520000,0,520000,Medan,Shopee,4.0
ORD-10259,2024-07-17,July,7,Celana Jogger,Apparel,1,320000,10,288000,Jakarta,Shopee,3.6
ORD-10177,2024-07-17,July,7,Kacamata Sunglasses,Accessories,1,520000,15,442000,Yogyakarta,Shopee,4.6
ORD-10412,2024-07-20,July,7,Celana Jogger,Apparel,1,320000,0,320000,Medan,Shopee,4.3
ORD-10408,2024-07-21,July,7,Celana Jogger,Apparel,2,320000,20,512000,Semarang,Shopee,4.1
ORD-10266,2024-07-23,July,7,Kacamata Sunglasses,Accessories,2,520000,20,832000,Semarang,Instagram Shop,4.2
ORD-10129,2024-07-25,July,7,Sandal Jepit Havaianas,Footwear,1,180000,25,135000,Palembang,Tokopedia,3.6
ORD-10140,2024-07-27,July,7,Kaos Polos Uniqlo,Apparel,1,299000,5,284050,Surabaya,Shopee,3.7
ORD-10231,2024-07-28,July,7,Celana Jogger,Apparel,2,320000,0,640000,Semarang,Tokopedia,3.6
ORD-10059,2024-07-29,July,7,Jaket Fleece,Apparel,1,450000,10,405000,Bandung,Website,3.7
ORD-10317,2024-07-30,July,7,Jaket Fleece,Apparel,1,450000,20,360000,Palembang,Website,4.6
ORD-10328,2024-07-30,July,7,Celana Jogger,Apparel,1,320000,25,240000,Surabaya,Shopee,3.7
ORD-10344,2024-07-31,July,7,Sepatu Formal Bata,Footwear,1,720000,25,540000,Medan,Website,4.5
ORD-10451,2024-07-31,July,7,Topi Baseball,Accessories,2,150000,25,225000,Surabaya,Shopee,4.8
ORD-10168,2024-07-31,July,7,Tas Ransel Eiger,Bags,1,650000,5,617500,Bandung,Website,4.8
ORD-10178,2024-07-31,July,7,Kaos Polos Uniqlo,Apparel,1,299000,25,224250,Yogyakarta,Instagram Shop,3.9
ORD-10003,2024-08-02,August,8,Jaket Fleece,Apparel,2,450000,25,675000,Makassar,Website,3.5
ORD-10087,2024-08-02,August,8,Sepatu Formal Bata,Footwear,4,720000,5,2736000,Palembang,Tokopedia,4.2
ORD-10427,2024-08-06,August,8,Kacamata Sunglasses,Accessories,1,520000,5,494000,Yogyakarta,Shopee,3.8
ORD-10458,2024-08-07,August,8,Jaket Fleece,Apparel,2,450000,0,900000,Makassar,Tokopedia,4.9
ORD-10202,2024-08-07,August,8,Sepatu Formal Bata,Footwear,1,720000,0,720000,Makassar,Tokopedia,3.9
ORD-10419,2024-08-08,August,8,Kaos Polos Uniqlo,Apparel,3,299000,0,897000,Surabaya,Tokopedia,4.3
ORD-10402,2024-08-08,August,8,Kacamata Sunglasses,Accessories,1,520000,20,416000,Surabaya,Tokopedia,4.0
ORD-10130,2024-08-09,August,8,Celana Jogger,Apparel,1,320000,10,288000,Jakarta,Tokopedia,4.9
ORD-10027,2024-08-12,August,8,Sepatu Formal Bata,Footwear,1,720000,25,540000,Surabaya,Tokopedia,3.6
ORD-10295,2024-08-13,August,8,Topi Baseball,Accessories,1,150000,25,112500,Palembang,Tokopedia,4.4
ORD-10347,2024-08-14,August,8,Kaos Polos Uniqlo,Apparel,1,299000,5,284050,Palembang,Tokopedia,4.3
ORD-10439,2024-08-15,August,8,Kacamata Sunglasses,Accessories,1,520000,0,520000,Surabaya,Shopee,4.7
ORD-10270,2024-08-16,August,8,Sepatu Lari Nike,Footwear,1,850000,15,722500,Yogyakarta,Tokopedia,5.0
ORD-10429,2024-08-18,August,8,Tas Selempang,Bags,3,380000,20,912000,Yogyakarta,Tokopedia,3.8
ORD-10397,2024-08-18,August,8,Kacamata Sunglasses,Accessories,3,520000,5,1482000,Semarang,Shopee,4.1
ORD-10248,2024-08-18,August,8,Celana Jogger,Apparel,2,320000,0,640000,Yogyakarta,Tokopedia,4.3
ORD-10247,2024-08-18,August,8,Sepatu Formal Bata,Footwear,1,720000,0,720000,Yogyakarta,Tokopedia,4.9
ORD-10437,2024-08-18,August,8,Tas Selempang,Bags,1,380000,0,380000,Semarang,Instagram Shop,4.2
ORD-10225,2024-08-19,August,8,Sepatu Lari Nike,Footwear,1,850000,0,850000,Semarang,Website,3.6
ORD-10125,2024-08-20,August,8,Kaos Polos Uniqlo,Apparel,1,299000,5,284050,Makassar,Website,4.4
ORD-10193,2024-08-20,August,8,Sepatu Formal Bata,Footwear,2,720000,20,1152000,Surabaya,Website,3.7
ORD-10039,2024-08-20,August,8,Sandal Jepit Havaianas,Footwear,1,180000,20,144000,Palembang,Tokopedia,3.9
ORD-10075,2024-08-21,August,8,Topi Baseball,Accessories,1,150000,5,142500,Yogyakarta,Shopee,3.9
ORD-10336,2024-08-22,August,8,Sandal Jepit Havaianas,Footwear,1,180000,0,180000,Jakarta,Website,4.7
ORD-10441,2024-08-22,August,8,Tas Selempang,Bags,1,380000,25,285000,Surabaya,Shopee,3.9
ORD-10014,2024-08-22,August,8,Tas Ransel Eiger,Bags,1,650000,10,585000,Bandung,Tokopedia,4.3
ORD-10457,2024-08-23,August,8,Sepatu Lari Nike,Footwear,3,850000,0,2550000,Bandung,Shopee,3.5
ORD-10159,2024-08-24,August,8,Sandal Jepit Havaianas,Footwear,3,180000,25,405000,Makassar,Shopee,4.8
ORD-10011,2024-08-24,August,8,Topi Baseball,Accessories,1,150000,10,135000,Medan,Shopee,4.8
ORD-10349,2024-08-24,August,8,Sandal Jepit Havaianas,Footwear,1,180000,0,180000,Yogyakarta,Tokopedia,3.5
ORD-10104,2024-08-25,August,8,Tas Selempang,Bags,1,380000,20,304000,Semarang,Tokopedia,4.8
ORD-10175,2024-08-25,August,8,Sandal Jepit Havaianas,Footwear,2,180000,20,288000,Surabaya,Tokopedia,4.9
ORD-10222,2024-08-25,August,8,Tas Selempang,Bags,2,380000,25,570000,Semarang,Website,4.4
ORD-10160,2024-08-26,August,8,Sandal Jepit Havaianas,Footwear,1,180000,0,180000,Surabaya,Shopee,4.0
ORD-10491,2024-08-26,August,8,Sandal Jepit Havaianas,Footwear,2,180000,10,324000,Semarang,Tokopedia,4.2
ORD-10283,2024-08-27,August,8,Sepatu Formal Bata,Footwear,2,720000,0,1440000,Surabaya,Tokopedia,4.1
ORD-10018,2024-08-27,August,8,Sepatu Formal Bata,Footwear,1,720000,10,648000,Jakarta,Shopee,3.7
ORD-10243,2024-08-28,August,8,Jaket Fleece,Apparel,2,450000,15,765000,Palembang,Shopee,3.9
ORD-10142,2024-08-29,August,8,Jaket Fleece,Apparel,1,450000,25,337500,Bandung,Shopee,4.9
ORD-10251,2024-08-29,August,8,Tas Ransel Eiger,Bags,1,650000,25,487500,Palembang,Shopee,4.9
ORD-10309,2024-08-30,August,8,Sepatu Formal Bata,Footwear,1,720000,25,540000,Bandung,Shopee,4.3
ORD-10072,2024-08-30,August,8,Tas Ransel Eiger,Bags,1,650000,0,650000,Makassar,Shopee,4.4
ORD-10095,2024-08-30,August,8,Kaos Polos Uniqlo,Apparel,1,299000,5,284050,Palembang,Shopee,4.7
ORD-10188,2024-08-31,August,8,Kacamata Sunglasses,Accessories,1,520000,15,442000,Surabaya,Shopee,3.8
ORD-10389,2024-08-31,August,8,Sepatu Lari Nike,Footwear,1,850000,0,850000,Bandung,Tokopedia,4.8
ORD-10416,2024-09-02,September,9,Tas Selempang,Bags,1,380000,20,304000,Yogyakarta,Shopee,4.7
ORD-10190,2024-09-02,September,9,Topi Baseball,Accessories,3,150000,20,360000,Surabaya,Shopee,4.9
ORD-10284,2024-09-02,September,9,Sepatu Formal Bata,Footwear,1,720000,20,576000,Yogyakarta,Website,3.6
ORD-10372,2024-09-02,September,9,Jaket Fleece,Apparel,4,450000,5,1710000,Yogyakarta,Instagram Shop,4.3
ORD-10170,2024-09-03,September,9,Sandal Jepit Havaianas,Footwear,4,180000,15,612000,Surabaya,Shopee,3.6
ORD-10107,2024-09-07,September,9,Sepatu Formal Bata,Footwear,3,720000,5,2052000,Palembang,Shopee,4.2
ORD-10322,2024-09-07,September,9,Celana Jogger,Apparel,2,320000,25,480000,Semarang,Shopee,4.9
ORD-10455,2024-09-10,September,9,Sandal Jepit Havaianas,Footwear,4,180000,15,612000,Makassar,Tokopedia,4.4
ORD-10374,2024-09-11,September,9,Kacamata Sunglasses,Accessories,2,520000,0,1040000,Palembang,Website,4.0
ORD-10267,2024-09-11,September,9,Celana Jogger,Apparel,1,320000,10,288000,Surabaya,Website,3.6
ORD-10485,2024-09-12,September,9,Tas Selempang,Bags,1,380000,0,380000,Semarang,Tokopedia,4.7
ORD-10308,2024-09-13,September,9,Sepatu Lari Nike,Footwear,1,850000,0,850000,Jakarta,Tokopedia,4.0
ORD-10041,2024-09-14,September,9,Sepatu Formal Bata,Footwear,2,720000,0,1440000,Jakarta,Instagram Shop,3.6
ORD-10335,2024-09-15,September,9,Kacamata Sunglasses,Accessories,1,520000,10,468000,Medan,Website,4.0
ORD-10239,2024-09-16,September,9,Sepatu Formal Bata,Footwear,1,720000,0,720000,Semarang,Website,4.4
ORD-10258,2024-09-16,September,9,Sepatu Formal Bata,Footwear,5,720000,0,3600000,Yogyakarta,Website,3.6
ORD-10143,2024-09-17,September,9,Tas Ransel Eiger,Bags,1,650000,0,650000,Makassar,Website,4.8
ORD-10420,2024-09-22,September,9,Sepatu Formal Bata,Footwear,1,720000,5,684000,Palembang,Shopee,4.2
ORD-10498,2024-09-23,September,9,Topi Baseball,Accessories,1,150000,15,127500,Palembang,Instagram Shop,3.6
ORD-10102,2024-09-24,September,9,Sandal Jepit Havaianas,Footwear,1,180000,25,135000,Palembang,Shopee,4.6
ORD-10044,2024-09-24,September,9,Celana Jogger,Apparel,2,320000,10,576000,Medan,Shopee,4.0
ORD-10230,2024-09-25,September,9,Sepatu Formal Bata,Footwear,1,720000,0,720000,Semarang,Shopee,3.9
ORD-10210,2024-09-26,September,9,Sandal Jepit Havaianas,Footwear,3,180000,0,540000,Medan,Shopee,4.4
ORD-10253,2024-09-27,September,9,Topi Baseball,Accessories,2,150000,0,300000,Makassar,Tokopedia,3.7
ORD-10022,2024-09-28,September,9,Sepatu Lari Nike,Footwear,1,850000,15,722500,Palembang,Tokopedia,4.9
ORD-10219,2024-09-28,September,9,Sepatu Formal Bata,Footwear,1,720000,5,684000,Semarang,Shopee,4.9
ORD-10356,2024-09-29,September,9,Topi Baseball,Accessories,2,150000,5,285000,Medan,Shopee,3.7
ORD-10153,2024-09-30,September,9,Topi Baseball,Accessories,4,150000,15,510000,Palembang,Website,3.6
ORD-10063,2024-10-01,October,10,Celana Jogger,Apparel,2,320000,0,640000,Surabaya,Website,3.9
ORD-10019,2024-10-01,October,10,Sandal Jepit Havaianas,Footwear,1,180000,15,153000,Surabaya,Tokopedia,3.7
ORD-10172,2024-10-01,October,10,Kaos Polos Uniqlo,Apparel,5,299000,25,1121250,Semarang,Shopee,4.5
ORD-10351,2024-10-04,October,10,Sepatu Lari Nike,Footwear,5,850000,0,4250000,Palembang,Tokopedia,4.1
ORD-10442,2024-10-05,October,10,Celana Jogger,Apparel,5,320000,0,1600000,Palembang,Shopee,5.0
ORD-10070,2024-10-07,October,10,Sepatu Lari Nike,Footwear,1,850000,10,765000,Makassar,Tokopedia,4.7
ORD-10036,2024-10-08,October,10,Kaos Polos Uniqlo,Apparel,1,299000,0,299000,Jakarta,Instagram Shop,4.9
ORD-10025,2024-10-08,October,10,Tas Ransel Eiger,Bags,1,650000,10,585000,Yogyakarta,Instagram Shop,4.9
ORD-10329,2024-10-08,October,10,Tas Ransel Eiger,Bags,1,650000,20,520000,Palembang,Shopee,3.8
ORD-10110,2024-10-08,October,10,Celana Jogger,Apparel,1,320000,15,272000,Palembang,Tokopedia,3.9
ORD-10306,2024-10-08,October,10,Sandal Jepit Havaianas,Footwear,2,180000,0,360000,Bandung,Instagram Shop,4.1
ORD-10280,2024-10-08,October,10,Sepatu Formal Bata,Footwear,2,720000,10,1296000,Makassar,Website,4.6
ORD-10138,2024-10-08,October,10,Tas Ransel Eiger,Bags,1,650000,10,585000,Palembang,Website,4.2
ORD-10286,2024-10-09,October,10,Tas Selempang,Bags,2,380000,0,760000,Bandung,Shopee,4.9
ORD-10050,2024-10-10,October,10,Tas Ransel Eiger,Bags,2,650000,10,1170000,Makassar,Shopee,4.6
ORD-10367,2024-10-12,October,10,Sepatu Formal Bata,Footwear,1,720000,0,720000,Yogyakarta,Tokopedia,3.8
ORD-10057,2024-10-13,October,10,Topi Baseball,Accessories,2,150000,0,300000,Medan,Website,5.0
ORD-10297,2024-10-14,October,10,Kaos Polos Uniqlo,Apparel,1,299000,15,254150,Medan,Shopee,3.9
ORD-10305,2024-10-14,October,10,Jaket Fleece,Apparel,2,450000,15,765000,Makassar,Tokopedia,4.3
ORD-10394,2024-10-15,October,10,Jaket Fleece,Apparel,3,450000,20,1080000,Semarang,Shopee,4.6
ORD-10456,2024-10-16,October,10,Kacamata Sunglasses,Accessories,2,520000,15,884000,Jakarta,Tokopedia,4.4
ORD-10013,2024-10-17,October,10,Celana Jogger,Apparel,2,320000,5,608000,Palembang,Shopee,4.9
ORD-10337,2024-10-17,October,10,Jaket Fleece,Apparel,2,450000,0,900000,Yogyakarta,Website,4.3
ORD-10128,2024-10-18,October,10,Sandal Jepit Havaianas,Footwear,1,180000,25,135000,Surabaya,Shopee,4.0
ORD-10473,2024-10-18,October,10,Topi Baseball,Accessories,1,150000,15,127500,Bandung,Website,4.9
ORD-10043,2024-10-18,October,10,Jaket Fleece,Apparel,1,450000,0,450000,Surabaya,Shopee,4.4
ORD-10031,2024-10-19,October,10,Tas Selempang,Bags,1,380000,25,285000,Medan,Website,4.7
ORD-10486,2024-10-20,October,10,Kaos Polos Uniqlo,Apparel,2,299000,5,568100,Jakarta,Tokopedia,4.8
ORD-10316,2024-10-20,October,10,Kaos Polos Uniqlo,Apparel,1,299000,5,284050,Jakarta,Shopee,4.1
ORD-10331,2024-10-20,October,10,Jaket Fleece,Apparel,2,450000,0,900000,Bandung,Shopee,4.8
ORD-10131,2024-10-21,October,10,Tas Selempang,Bags,5,380000,0,1900000,Makassar,Shopee,4.6
ORD-10361,2024-10-21,October,10,Celana Jogger,Apparel,3,320000,15,816000,Medan,Tokopedia,3.7
ORD-10215,2024-10-21,October,10,Topi Baseball,Accessories,1,150000,20,120000,Yogyakarta,Tokopedia,4.1
ORD-10200,2024-10-22,October,10,Sepatu Formal Bata,Footwear,1,720000,5,684000,Bandung,Shopee,3.8
ORD-10292,2024-10-22,October,10,Sandal Jepit Havaianas,Footwear,3,180000,5,513000,Yogyakarta,Shopee,3.5
ORD-10314,2024-10-23,October,10,Tas Selempang,Bags,3,380000,5,1083000,Jakarta,Shopee,3.8
ORD-10167,2024-10-23,October,10,Celana Jogger,Apparel,2,320000,0,640000,Surabaya,Instagram Shop,4.0
ORD-10453,2024-10-24,October,10,Sepatu Lari Nike,Footwear,1,850000,0,850000,Palembang,Shopee,4.5
ORD-10064,2024-10-24,October,10,Sandal Jepit Havaianas,Footwear,1,180000,0,180000,Surabaya,Shopee,4.0
ORD-10055,2024-10-25,October,10,Sepatu Formal Bata,Footwear,2,720000,0,1440000,Yogyakarta,Tokopedia,4.0
ORD-10173,2024-10-26,October,10,Topi Baseball,Accessories,2,150000,15,255000,Surabaya,Shopee,4.2
ORD-10145,2024-10-27,October,10,Tas Selempang,Bags,1,380000,25,285000,Bandung,Shopee,4.2
ORD-10432,2024-10-27,October,10,Kaos Polos Uniqlo,Apparel,3,299000,15,762450,Semarang,Website,4.4
ORD-10161,2024-10-27,October,10,Sandal Jepit Havaianas,Footwear,1,180000,20,144000,Makassar,Shopee,4.0
ORD-10113,2024-10-28,October,10,Sepatu Formal Bata,Footwear,1,720000,10,648000,Surabaya,Website,3.9
ORD-10121,2024-10-28,October,10,Topi Baseball,Accessories,1,150000,10,135000,Jakarta,Shopee,4.6
ORD-10363,2024-10-29,October,10,Tas Ransel Eiger,Bags,2,650000,20,1040000,Palembang,Tokopedia,4.0
ORD-10098,2024-10-30,October,10,Jaket Fleece,Apparel,1,450000,0,450000,Makassar,Website,4.4
ORD-10079,2024-10-31,October,10,Celana Jogger,Apparel,2,320000,25,480000,Yogyakarta,Website,4.3
ORD-10472,2024-10-31,October,10,Kaos Polos Uniqlo,Apparel,2,299000,0,598000,Semarang,Instagram Shop,3.7
ORD-10255,2024-11-01,November,11,Sepatu Formal Bata,Footwear,5,720000,0,3600000,Medan,Website,3.9
ORD-10240,2024-11-01,November,11,Topi Baseball,Accessories,1,150000,0,150000,Bandung,Tokopedia,4.5
ORD-10345,2024-11-01,November,11,Kaos Polos Uniqlo,Apparel,2,299000,25,448500,Semarang,Tokopedia,4.3
ORD-10120,2024-11-01,November,11,Tas Selempang,Bags,1,380000,5,361000,Yogyakarta,Shopee,4.2
ORD-10106,2024-11-01,November,11,Sandal Jepit Havaianas,Footwear,1,180000,0,180000,Medan,Tokopedia,4.6
ORD-10359,2024-11-02,November,11,Sepatu Lari Nike,Footwear,1,850000,5,807500,Jakarta,Shopee,3.9
ORD-10221,2024-11-04,November,11,Tas Ransel Eiger,Bags,7,650000,0,4550000,Bandung,Instagram Shop,4.4
ORD-10233,2024-11-04,November,11,Tas Ransel Eiger,Bags,1,650000,15,552500,Surabaya,Shopee,3.7
ORD-10268,2024-11-04,November,11,Tas Ransel Eiger,Bags,4,650000,10,2340000,Semarang,Tokopedia,4.0
ORD-10291,2024-11-05,November,11,Celana Jogger,Apparel,2,320000,0,640000,Jakarta,Tokopedia,4.9
ORD-10006,2024-11-05,November,11,Sandal Jepit Havaianas,Footwear,1,180000,0,180000,Palembang,Shopee,5.0
ORD-10208,2024-11-06,November,11,Kacamata Sunglasses,Accessories,2,520000,20,832000,Makassar,Tokopedia,4.3
ORD-10071,2024-11-06,November,11,Celana Jogger,Apparel,1,320000,25,240000,Palembang,Shopee,3.8
ORD-10189,2024-11-10,November,11,Sepatu Lari Nike,Footwear,2,850000,10,1530000,Palembang,Shopee,3.5
ORD-10299,2024-11-11,November,11,Topi Baseball,Accessories,1,150000,5,142500,Bandung,Website,4.9
ORD-10383,2024-11-11,November,11,Kacamata Sunglasses,Accessories,2,520000,25,780000,Jakarta,Tokopedia,4.3
ORD-10207,2024-11-12,November,11,Sepatu Lari Nike,Footwear,1,850000,0,850000,Makassar,Shopee,4.1
ORD-10174,2024-11-13,November,11,Sepatu Formal Bata,Footwear,1,720000,15,612000,Medan,Shopee,4.5
ORD-10241,2024-11-15,November,11,Tas Ransel Eiger,Bags,1,650000,25,487500,Jakarta,Shopee,4.5
ORD-10293,2024-11-17,November,11,Sepatu Formal Bata,Footwear,2,720000,10,1296000,Makassar,Shopee,4.7
ORD-10315,2024-11-18,November,11,Tas Selempang,Bags,5,380000,20,1520000,Bandung,Website,3.9
ORD-10400,2024-11-20,November,11,Tas Ransel Eiger,Bags,2,650000,20,1040000,Semarang,Shopee,3.6
ORD-10192,2024-11-20,November,11,Tas Selempang,Bags,2,380000,15,646000,Yogyakarta,Instagram Shop,4.3
ORD-10495,2024-11-21,November,11,Sepatu Lari Nike,Footwear,2,850000,15,1445000,Jakarta,Website,4.1
ORD-10133,2024-11-21,November,11,Kacamata Sunglasses,Accessories,4,520000,0,2080000,Palembang,Tokopedia,4.0
ORD-10289,2024-11-21,November,11,Sepatu Formal Bata,Footwear,4,720000,10,2592000,Bandung,Shopee,4.4
ORD-10053,2024-11-22,November,11,Sandal Jepit Havaianas,Footwear,2,180000,0,360000,Palembang,Shopee,4.1
ORD-10021,2024-11-23,November,11,Sepatu Formal Bata,Footwear,2,720000,5,1368000,Bandung,Shopee,3.7
ORD-10476,2024-11-23,November,11,Sepatu Formal Bata,Footwear,2,720000,0,1440000,Makassar,Tokopedia,3.6
ORD-10000,2024-11-23,November,11,Kaos Polos Uniqlo,Apparel,5,299000,0,1495000,Makassar,Tokopedia,3.7
ORD-10380,2024-11-24,November,11,Sepatu Lari Nike,Footwear,2,850000,0,1700000,Surabaya,Instagram Shop,4.5
ORD-10261,2024-11-25,November,11,Tas Ransel Eiger,Bags,4,650000,25,1950000,Palembang,Shopee,4.7
ORD-10364,2024-11-25,November,11,Topi Baseball,Accessories,1,150000,15,127500,Yogyakarta,Shopee,3.9
ORD-10390,2024-11-26,November,11,Celana Jogger,Apparel,2,320000,0,640000,Jakarta,Tokopedia,4.9
ORD-10469,2024-11-26,November,11,Kaos Polos Uniqlo,Apparel,1,299000,5,284050,Makassar,Website,4.5
ORD-10220,2024-11-26,November,11,Tas Ransel Eiger,Bags,1,650000,5,617500,Surabaya,Tokopedia,3.8
ORD-10229,2024-11-26,November,11,Tas Ransel Eiger,Bags,1,650000,0,650000,Medan,Website,5.0
ORD-10273,2024-11-26,November,11,Celana Jogger,Apparel,4,320000,15,1088000,Yogyakarta,Instagram Shop,3.5
ORD-10368,2024-11-27,November,11,Kaos Polos Uniqlo,Apparel,4,299000,25,897000,Semarang,Tokopedia,4.6
ORD-10478,2024-11-28,November,11,Kaos Polos Uniqlo,Apparel,2,299000,10,538200,Yogyakarta,Website,4.8
ORD-10460,2024-11-28,November,11,Tas Ransel Eiger,Bags,4,650000,0,2600000,Yogyakarta,Shopee,4.6
ORD-10149,2024-11-29,November,11,Tas Ransel Eiger,Bags,1,650000,25,487500,Jakarta,Tokopedia,4.9
ORD-10409,2024-11-29,November,11,Tas Selempang,Bags,2,380000,0,760000,Makassar,Tokopedia,4.9
ORD-10303,2024-11-30,November,11,Kacamata Sunglasses,Accessories,1,520000,10,468000,Jakarta,Website,4.1
ORD-10076,2024-12-01,December,12,Sepatu Lari Nike,Footwear,3,850000,0,2550000,Yogyakarta,Tokopedia,4.7
ORD-10265,2024-12-01,December,12,Celana Jogger,Apparel,3,320000,10,864000,Surabaya,Website,4.2
ORD-10194,2024-12-01,December,12,Sepatu Formal Bata,Footwear,3,720000,5,2052000,Yogyakarta,Shopee,3.8
ORD-10449,2024-12-01,December,12,Tas Ransel Eiger,Bags,3,650000,0,1950000,Medan,Tokopedia,4.0
ORD-10204,2024-12-02,December,12,Topi Baseball,Accessories,1,150000,0,150000,Bandung,Website,5.0
ORD-10428,2024-12-02,December,12,Topi Baseball,Accessories,3,150000,20,360000,Jakarta,Website,4.8
ORD-10166,2024-12-03,December,12,Tas Ransel Eiger,Bags,4,650000,0,2600000,Jakarta,Tokopedia,4.2
ORD-10470,2024-12-03,December,12,Sandal Jepit Havaianas,Footwear,1,180000,5,171000,Medan,Website,3.9
ORD-10126,2024-12-04,December,12,Jaket Fleece,Apparel,1,450000,20,360000,Surabaya,Shopee,4.5
ORD-10362,2024-12-04,December,12,Sepatu Formal Bata,Footwear,6,720000,5,4104000,Yogyakarta,Tokopedia,3.6
ORD-10049,2024-12-05,December,12,Kaos Polos Uniqlo,Apparel,3,299000,0,897000,Makassar,Tokopedia,3.7
ORD-10135,2024-12-05,December,12,Topi Baseball,Accessories,3,150000,0,450000,Palembang,Tokopedia,3.9
ORD-10109,2024-12-05,December,12,Tas Selempang,Bags,1,380000,15,323000,Palembang,Shopee,4.0
ORD-10067,2024-12-06,December,12,Celana Jogger,Apparel,3,320000,15,816000,Surabaya,Website,4.0
ORD-10199,2024-12-06,December,12,Topi Baseball,Accessories,4,150000,0,600000,Makassar,Shopee,4.0
ORD-10257,2024-12-08,December,12,Kaos Polos Uniqlo,Apparel,4,299000,15,1016600,Surabaya,Instagram Shop,4.3
